AsOfDate,Program,BorrName,BorrStreet,BorrCity,BorrState,BorrZip,LocationID,BankName,BankFDICNumber,BankNCUANumber,BankStreet,BankCity,BankState,BankZip,GrossApproval,SBAGuaranteedApproval,ApprovalDate,ApprovalFY,FirstDisbursementDate,ProcessingMethod,Subprogram,InitialInterestRate,FixedorVariableInterestRate,TerminMonths,NAICSCode,NAICSDescription,FranchiseCode,FranchiseName,ProjectCounty,ProjectState,SBADistrictOffice,CongressionalDistrict,BusinessType,BusinessAge,LoanStatus,PaidinFullDate,ChargeoffDate,GrossChargeoffAmount,RevolverStatus,JobsSupported,CollateralInd,SoldSecondMarketInd
2025-09-30, 7A,SOLOMON PAINTING INC.,1134 MAYFAIR PL,CENTRAL POINT,OR,97502,223542.0,Celtic Bank Corporation,57056.0,,"268 S State St, Ste 300",SALT LAKE CITY,UT,84111,125000.0,106250.0,01/11/2018,2018,01/31/2018,Preferred Lenders Program,Guaranty,7.25,V,120,238320.0,Painting and Wall Covering Contractors,,,JACKSON,OR,PORTLAND DISTRICT OFFICE ,2.0,CORPORATION,Existing or more than 2 years old,EXEMPT,,,0.0,0,2.0,Y,Y
2025-09-30, 7A,Ko & Yun LLP,2555 MIMMS LN,AUBURN,AL,36832,440691.0,Metro City Bank,58181.0,,5114 Buford Hwy,DORAVILLE,GA,30340,795000.0,596250.0,09/26/2018,2018,11/30/2018,Preferred Lenders Program,Guaranty,6.0,V,300,541211.0,Offices of Certified Public Accountants,,,LEE,AL,ALABAMA DISTRICT OFFICE ,3.0,PARTNERSHIP,Existing or more than 2 years old,PIF,06/30/2022,,0.0,0,9.0,Y,Y
2025-09-30, 7A,TOP NOTCH RENOVATION LLC,659 MAPLE AVENUE,Teaneck,NJ,7666,29805.0,"TD Bank, National Association",18409.0,,2035 Limestone Rd,WILMINGTON,DE,19808,100000.0,50000.0,04/02/2019,2019,04/30/2019,SBA Express Program,FA$TRK (Small Loan Express),9.99,V,120,236118.0,Residential Remodelers,,,BERGEN,NJ,NEW JERSEY DISTRICT OFFICE ,5.0,CORPORATION,Existing or more than 2 years old,EXEMPT,,,0.0,1,6.0,N,
2025-09-30, 7A,Complete Wellness Incorporated,"309 Cathedral Street, Suite 20",BALTIMORE,MD,21202,124055.0,"Capital Bank, National Association",35278.0,,2275 Research Blvd Ste 600,ROCKVILLE,MD,20850,80000.0,68000.0,07/25/2019,2019,08/31/2019,Preferred Lenders Program,Guaranty,8.25,V,120,621330.0,Offices of Mental Health Practitioners (except Physicians),,,BALTIMORE CITY,MD,BALTIMORE DISTRICT OFFICE ,3.0,CORPORATION,Existing or more than 2 years old,EXEMPT,,,0.0,0,3.0,Y,Y
2025-09-30, 7A,Peace & Young Money 1 INC,110 Sycamore Grove Court,ROCKMART,GA,30153,440691.0,Metro City Bank,58181.0,,5114 Buford Hwy,DORAVILLE,GA,30340,250000.0,225000.0,12/23/2010,2011,01/01/2011,Preferred Lenders Program,Guaranty,5.75,V,300,722110.0,Full-Service Restaurants,,,POLK,GA,GEORGIA DISTRICT OFFICE ,14.0,CORPORATION,,PIF,09/30/2014,,0.0,0,4.0,Y,Y
2025-09-30, 7A,TLS Logic LLC,122 GRAND RIDGE TER,HOT SPRINGS NATIONAL PARK,AR,71901,123499.0,BayFirst National Bank,34997.0,,700 Central Avenue,Saint Petersburg,FL,33701,75000.0,63750.0,11/29/2018,2019,12/31/2018,Preferred Lenders Program,Guaranty,8.0,V,120,541511.0,Custom Computer Programming Services,,,GARLAND,AR,ARKANSAS DISTRICT OFFICE ,2.0,CORPORATION,Existing or more than 2 years old,EXEMPT,,,0.0,0,1.0,N,Y
2025-09-30, 7A,Esoteric Brewing Company LLC,900 E. McMillan Street,Cincinnati,OH,45206,57328.0,The Huntington National Bank,6560.0,,17 S High St.,COLUMBUS,OH,43215,25000.0,12500.0,07/09/2019,2019,02/28/2021,SBA Express Program,FA$TRK (Small Loan Express),8.25,V,120,312120.0,Breweries,,,HAMILTON,OH,COLUMBUS DISTRICT OFFICE ,1.0,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,,,0.0,0,17.0,Y,
2025-09-30, 7A,UNRUH BROTHERS WASTE LLC,8919 5th Street,Great Bend,KS,67530,25645.0,Farmers Bank and Trust,17614.0,,1017 Harrison St,GREAT BEND,KS,67530,372900.0,279675.0,05/10/2018,2018,05/18/2018,7a General,Guaranty,5.95,V,120,562111.0,Solid Waste Collection,,,BARTON,KS,WICHITA DISTRICT OFFICE ,1.0,CORPORATION,Existing or more than 2 years old,PIF,02/28/2022,,0.0,0,5.0,Y,
2025-09-30, 7A,Tower Travel Management Corp.,53 Ogden Avenue,CLARENDON HILLS,IL,60514,57328.0,The Huntington National Bank,6560.0,,17 S High St.,COLUMBUS,OH,43215,100000.0,50000.0,08/06/2014,2014,08/06/2014,SBA Express Program,FA$TRK (Small Loan Express),5.0,V,154,561510.0,Travel Agencies,,,DUPAGE,IL,ILLINOIS DISTRICT OFFICE ,6.0,CORPORATION,,PIF,01/31/2024,,0.0,0,20.0,Y,
2025-09-30, 7A,DTS3400 Inc.,Hwy 290 and FM 1960,Cypress,TX,77410,12096.0,Wells Fargo Bank National Association,3511.0,,3201 N 4th Ave,Sioux Falls,SD,57104,866300.0,649725.0,12/12/2012,2013,02/01/2013,Preferred Lenders Program,Guaranty,5.75,V,129,713990.0,All Other Amusement and Recreation Industries,,,HARRIS,TX,HOUSTON DISTRICT OFFICE ,10.0,CORPORATION,,PIF,04/30/2023,,0.0,0,2.0,Y,
2025-09-30, 7A,The Lochnar Corporation,1082 Lincoln Ave.,SAN JOSE,CA,95125,53803.0,"U.S. Bank, National Association",6548.0,,425 Walnut St,CINCINNATI,OH,45202,582800.0,437100.0,01/25/2013,2013,07/01/2013,Preferred Lenders Program,Guaranty,6.0,V,126,812112.0,Beauty Salons,76256,SOLA SALONS                   ,SANTA CLARA,CA,SAN FRANCISCO DISTRICT OFFICE ,18.0,CORPORATION,,PIF,07/31/2016,,0.0,0,1.0,Y,
2025-09-30, 7A,Ross Family Auto Parts Inc,102 West Hwy 23 Suite 2,Grant,NE,69140,122813.0,NebraskaLand Bank,34811.0,,1400 S Dewey St,NORTH PLATTE,NE,69101,290000.0,217500.0,06/20/2012,2012,06/20/2012,Rural Loan Initiative,Rural Lender Advantage,6.5,F,183,441310.0,Automotive Parts and Accessories Stores,,,PERKINS,NE,NEBRASKA DISTRICT OFFICE ,3.0,CORPORATION,,EXEMPT,,,0.0,0,6.0,Y,
2025-09-30, 7A,Foundation For Growing LLC,215 N Oliver St. Suite 102,Media,PA,19063,44449.0,"PNC Bank, National Association",6384.0,,222 Delaware Ave,WILMINGTON,DE,19801,25000.0,12500.0,03/07/2013,2013,03/21/2013,SBA Express Program,FA$TRK (Small Loan Express),5.5,F,60,621340.0,"Offices of Physical, Occupational and Speech Therapists, and Audiologi",,,DELAWARE,PA,PHILADELPHIA DISTRICT OFFICE ,5.0,CORPORATION,,PIF,08/31/2017,,0.0,0,0.0,N,
2025-09-30, 7A,V & G GROUP INC,31684 PASEO GOLETA,TEMECULA,CA,92592,48270.0,"JPMorgan Chase Bank, National Association",628.0,,1111 Polaris Pkwy,Columbus,OH,43240,150000.0,75000.0,02/08/2019,2019,02/28/2019,SBA Express Program,FA$TRK (Small Loan Express),8.2,V,68,484121.0,"General Freight Trucking, Long Distance, Truckload",,,RIVERSIDE,CA,SANTA ANA DISTRICT OFFICE ,42.0,CORPORATION,Existing or more than 2 years old,CHGOFF,,03/24/2025,132085.09,1,2.0,Y,
2025-09-30, 7A,Krispy Pizzeria Corp.,"2590 Route 516, Suite 1",Old Bridge,NJ,8857,60009.0,First Commonwealth Bank,7468.0,,"654, Philadelphia St",Indiana,PA,15701,600000.0,450000.0,03/13/2017,2017,03/13/2017,7a General,Guaranty,6.5,V,126,722511.0,Full-Service Restaurants,,,MIDDLESEX,NJ,NEW JERSEY DISTRICT OFFICE ,6.0,CORPORATION,,PIF,01/31/2020,,0.0,0,10.0,Y,Y
2025-09-30, 7A,Lakshya LLC,7 North 10th Ave,ARCADIA,FL,34266,12096.0,Wells Fargo Bank National Association,3511.0,,3201 N 4th Ave,Sioux Falls,SD,57104,275000.0,206250.0,11/18/2016,2017,12/01/2016,Small Loan Advantage Initiative,Lender Advantage Initiative,6.15,F,120,722513.0,Limited-Service Restaurants,12712,PAPA JOHN'S PIZZA,DE SOTO,FL,SOUTH FLORIDA DISTRICT OFFICE ,17.0,CORPORATION,,EXEMPT,,,0.0,0,20.0,Y,
2025-09-30, 7A,PreTech Instruments LLC,13018 BRITTMOORE PARK DRIVE,HOUSTON,TX,77041,33850.0,Comerica Bank,983.0,,1717 Main St,DALLAS,TX,75201,689800.0,620820.0,11/12/2010,2011,12/01/2010,7a General,Guaranty,4.5,V,120,333132.0,Oil and Gas Field Machinery and Equipment Manufacturing,,,HARRIS,TX,HOUSTON DISTRICT OFFICE ,2.0,CORPORATION,,PIF,05/31/2015,,0.0,0,22.0,Y,
2025-09-30, 7A,Liquor Depot Inc.,27911 Jefferson Avenue,Temecula,CA,92590,444953.0,CalPrivate Bank,58291.0,,9404 Genesee Ave,LA JOLLA,CA,92037,185000.0,138750.0,03/19/2015,2015,04/01/2015,Small Loan Advantage Initiative,Lender Advantage Initiative,5.25,V,120,445310.0,"Beer, Wine, and Liquor Stores",,,RIVERSIDE,CA,SANTA ANA DISTRICT OFFICE ,42.0,CORPORATION,,PIF,09/30/2016,,0.0,0,6.0,Y,Y
2025-09-30, 7A,MOUNTAIN VIEW WINDOW & DOOR INC.,571 N 25 Road,GRAND JUNCTION,CO,81505,12096.0,Wells Fargo Bank National Association,3511.0,,3201 N 4th Ave,Sioux Falls,SD,57104,668000.0,501000.0,07/20/2017,2017,08/31/2017,Preferred Lenders Program,Guaranty,5.35,F,300,423390.0,Other Construction Material Merchant Wholesalers,,,MESA,CO,COLORADO DISTRICT OFFICE ,3.0,CORPORATION,,EXEMPT,,,0.0,0,20.0,Y,
2025-09-30, 7A,JG3 HOLDING COMPANY LTD,5824 AKRON CLEVELAND RD,HUDSON,OH,44236,78723.0,Northwest Bank,28178.0,,Liberty & Second St,WARREN,PA,16365,25000.0,12500.0,03/20/2012,2012,,SBA Express Program,FA$TRK (Small Loan Express),5.5,V,84,446199.0,All Other Health and Personal Care Stores,,,SUMMIT,OH,CLEVELAND DISTRICT OFFICE ,13.0,CORPORATION,,CANCLD,,,0.0,1,4.0,Y,
2025-09-30, 7A,Casas Star Inc.,800 S Barranca Ave #530,COVINA,CA,91723,5564.0,GBC International Bank,22366.0,,333 S Grand Ave,LOS ANGELES,CA,90071,1800000.0,1620000.0,11/03/2011,2012,12/01/2011,Preferred Lenders with EWCP,Revolving Line of Credit Exports - Sec. 7(a) (14),5.875,F,12,441110.0,New Car Dealers,,,LOS ANGELES,CA,LOS ANGELES DISTRICT OFFICE ,32.0,CORPORATION,,PIF,01/31/2013,,0.0,0,6.0,Y,
2025-09-30, 7A,BARTON TRANSPORT INC.,30 E 300 S,MANTI,UT,84642,72601.0,"Zions Bank, A Division of",2270.0,,1 S Main St,SALT LAKE CITY,UT,84133,20000.0,10000.0,04/03/2015,2015,04/03/2015,SBA Express Program,FA$TRK (Small Loan Express),7.18,V,84,484121.0,"General Freight Trucking, Long Distance, Truckload",,,SANPETE,UT,UTAH DISTRICT OFFICE ,2.0,CORPORATION,,PIF,11/30/2017,,0.0,1,1.0,N,
2025-09-30, 7A,Compostwerks! LLC,487 East Main St.,Mt Kisco,NY,10549,29805.0,"TD Bank, National Association",18409.0,,2035 Limestone Rd,WILMINGTON,DE,19808,45000.0,22500.0,12/29/2010,2011,03/01/2011,SBA Express Program,FA$TRK (Small Loan Express),8.5,V,120,424990.0,Other Miscellaneous Nondurable Goods Merchant Wholesalers,,,WESTCHESTER,NY,NEW YORK DISTRICT OFFICE ,17.0,CORPORATION,,PIF,02/28/2021,,0.0,0,0.0,N,
2025-09-30, 7A,David Adam Rohrer,578 American Flag,Schertz,TX,78108,106366.0,Randolph-Brooks FCU,,8111.0,"1, IKEA-RBFCU Parkway",Live Oak,TX,78233,29700.0,14850.0,08/17/2018,2018,08/31/2018,SBA Express Program,FA$TRK (Small Loan Express),6.5,V,84,713990.0,All Other Amusement and Recreation Industries,,,GUADALUPE,TX,SAN ANTONIO DISTRICT OFFICE ,15.0,INDIVIDUAL,"Startup, Loan Funds will Open Business",PIF,03/31/2022,,0.0,0,1.0,Y,
2025-09-30, 7A,TELEMINDS LLC,9858 TALISMAN DR,ALPHARETTA,GA,30022,12096.0,Wells Fargo Bank National Association,3511.0,,3201 N 4th Ave,Sioux Falls,SD,57104,5000.0,2500.0,07/07/2017,2017,02/29/2020,SBA Express Program,FA$TRK (Small Loan Express),9.75,V,84,621111.0,Offices of Physicians (except Mental Health Specialists),,,FULTON,GA,GEORGIA DISTRICT OFFICE ,6.0,CORPORATION,,PIF,01/31/2024,,0.0,1,0.0,N,
2025-09-30, 7A,JP Asian Foods LLC,8327 AGORA PKWY,SCHERTZ,TX,78154,44449.0,"PNC Bank, National Association",6384.0,,222 Delaware Ave,WILMINGTON,DE,19801,125000.0,62500.0,02/08/2013,2013,05/01/2013,SBA Express Program,FA$TRK (Small Loan Express),5.47,F,84,722511.0,Full-Service Restaurants,,,GUADALUPE,TX,SAN ANTONIO DISTRICT OFFICE ,15.0,CORPORATION,,PIF,03/31/2016,,0.0,0,32.0,N,
2025-09-30, 7A,Oasis Welding & Fabrication LLC,5912 Mount Everest Dr,LOUISVILLE,KY,40216,48270.0,"JPMorgan Chase Bank, National Association",628.0,,1111 Polaris Pkwy,Columbus,OH,43240,93200.0,46600.0,02/18/2010,2010,03/01/2010,SBA Express Program,FA$TRK (Small Loan Express),6.8,F,84,811490.0,Other Personal and Household Goods Repair and Maintenance,,,JEFFERSON,KY,KENTUCKY DISTRICT OFFICE ,3.0,CORPORATION,,PIF,01/31/2013,,0.0,0,3.0,Y,
2025-09-30, 7A,Billy Sims Barbecue LLC,5225 SOUTH SHERIDAN ROAD,TULSA,OK,74145,59214.0,Security Bank,4178.0,,10727 E 51st,TULSA,OK,74146,256000.0,128000.0,06/14/2013,2013,06/14/2013,SBA Express Program,FA$TRK (Small Loan Express),4.75,V,84,722511.0,Full-Service Restaurants,,,TULSA,OK,OKLAHOMA DISTRICT OFFICE ,1.0,CORPORATION,,PIF,03/31/2019,,0.0,0,78.0,Y,Y
2025-09-30, 7A,School Nutrition Plus Inc.,6424 Clara Street,BELL GARDENS,CA,90201,48270.0,"JPMorgan Chase Bank, National Association",628.0,,1111 Polaris Pkwy,Columbus,OH,43240,147600.0,73800.0,05/11/2015,2015,07/01/2015,SBA Express Program,FA$TRK (Small Loan Express),4.75,V,90,722320.0,Caterers,,,LOS ANGELES,CA,LOS ANGELES DISTRICT OFFICE ,40.0,CORPORATION,,PIF,04/30/2022,,0.0,0,28.0,Y,
2025-09-30, 7A,Blank Slate Brewing Company LLC,"4233 Airport Rd., Unit C",Cincinnati,OH,45226,57328.0,The Huntington National Bank,6560.0,,17 S High St.,COLUMBUS,OH,43215,10000.0,5000.0,01/25/2012,2012,02/01/2012,SBA Express Program,FA$TRK (Small Loan Express),5.25,V,84,312120.0,Breweries,,,HAMILTON,OH,COLUMBUS DISTRICT OFFICE ,2.0,CORPORATION,,PIF,01/31/2015,,0.0,1,1.0,N,
2025-09-30, 7A,Metropolitan Music Arts Corp.,Sector Ultimo Chance,GUAYNABO,PR,969,119281.0,Oriental Bank,31469.0,,"254 Ave Mu<td,n>oz Rivera, Esq",SAN JUAN,PR,00918,100000.0,50000.0,06/26/2018,2018,07/31/2018,SBA Express Program,FA$TRK (Small Loan Express),6.75,V,132,611610.0,Fine Arts Schools,,,GUAYNABO,PR,PUERTO RICO AND USVI DISTRICT OFFICE ,0.0,CORPORATION,Existing or more than 2 years old,EXEMPT,,,0.0,0,9.0,Y,
2025-09-30, 7A,VERTEX INNOVATIONS INC.,8125 W GRAND AVE SUITE 100,LITTLETON,CO,80123,72601.0,"Zions Bank, A Division of",2270.0,,1 S Main St,SALT LAKE CITY,UT,84133,100000.0,90000.0,10/01/2010,2011,10/01/2010,Preferred Lenders Program,Guaranty,6.01,V,118,541330.0,Engineering Services,,,JEFFERSON,CO,COLORADO DISTRICT OFFICE ,1.0,CORPORATION,,PIF,06/30/2014,,0.0,0,28.0,Y,
2025-09-30, 7A,ADD BUTTER LLC,9 WHOOPING CRANE DR,LAGUNA VISTA,TX,78578,12096.0,Wells Fargo Bank National Association,3511.0,,3201 N 4th Ave,Sioux Falls,SD,57104,10000.0,5000.0,07/14/2015,2015,04/01/2016,SBA Express Program,FA$TRK (Small Loan Express),9.75,V,84,722513.0,Limited-Service Restaurants,,,CAMERON,TX,LOWER RIO GRANDE VALLEY DISTRICT OFFICE ,34.0,CORPORATION,,PIF,07/31/2020,,0.0,1,0.0,N,
2025-09-30, 7A,Capel Enterprises LLC,7721 Grace Drive,North Richland Hills,TX,76182,117723.0,"SouthState Bank, National Association",33555.0,,1101 First St South,WINTER HAVEN,FL,33880,854000.0,640500.0,05/30/2013,2013,12/01/2013,Preferred Lenders Program,Guaranty,5.29,V,255,722513.0,Limited-Service Restaurants,,,TARRANT,TX,DALLAS / FT WORTH DISTRICT OFFICE ,12.0,CORPORATION,,PIF,10/31/2019,,0.0,0,15.0,Y,
2025-09-30, 7A,NS Multi-Ventures LLC,922 N Beech Daly Rd,DEARBORN HEIGHTS,MI,48127,48270.0,"JPMorgan Chase Bank, National Association",628.0,,1111 Polaris Pkwy,Columbus,OH,43240,250000.0,187500.0,08/16/2018,2018,01/31/2019,Preferred Lenders Program,Guaranty,6.0,F,120,713940.0,Fitness and Recreational Sports Centers,S0256,British Swim School,WAYNE,MI,MICHIGAN DISTRICT OFFICE ,12.0,CORPORATION,Existing or more than 2 years old,PIF,11/30/2021,,0.0,0,10.0,Y,
2025-09-30, 7A,UNIVERSITY COMMUNICATIONS INC,"100 Delawanna Avenue, Ste. 200",CLIFTON,NJ,7014,48270.0,"JPMorgan Chase Bank, National Association",628.0,,1111 Polaris Pkwy,Columbus,OH,43240,145500.0,109125.0,09/08/2010,2010,04/01/2011,Preferred Lenders Program,Guaranty,4.85,F,36,541511.0,Custom Computer Programming Services,,,PASSAIC,NJ,NEW JERSEY DISTRICT OFFICE ,9.0,CORPORATION,,PIF,10/31/2013,,0.0,0,16.0,Y,
2025-09-30, 7A,2X10 Nail & Spa of Roscoe Inc.,1358 W. Webster Avenue,Chicago,IL,60614,110359.0,Bank of Hope,26610.0,,3200 Wilshire Blvd 1st Fl,LOS ANGELES,CA,90010,784000.0,588000.0,12/13/2012,2013,,Preferred Lenders Program,Guaranty,4.75,V,300,812113.0,Nail Salons,,,COOK,IL,ILLINOIS DISTRICT OFFICE ,5.0,CORPORATION,,CANCLD,,,0.0,0,22.0,Y,
2025-09-30, 7A,Accelogic LLC,"1830 Main Street, Suite 204",FORT LAUDERDALE,FL,33326,48270.0,"JPMorgan Chase Bank, National Association",628.0,,1111 Polaris Pkwy,Columbus,OH,43240,100000.0,50000.0,06/15/2011,2011,07/01/2011,SBA Express Program,FA$TRK (Small Loan Express),4.25,V,84,541690.0,Other Scientific and Technical Consulting Services,,,BROWARD,FL,SOUTH FLORIDA DISTRICT OFFICE ,23.0,CORPORATION,,PIF,12/31/2013,,0.0,1,28.0,Y,
2025-09-30, 7A,Abt Transportation Services Inc,8940 Simmons Road,WEST VALLEY,NY,14171,47331.0,Tompkins Community Bank,609.0,,118 East Seneca St,ITHACA,NY,14850,125000.0,62500.0,09/11/2018,2018,09/30/2018,SBA Express Program,FA$TRK (Small Loan Express),6.5,V,96,484110.0,"General Freight Trucking, Local",,,CATTARAUGUS,NY,BUFFALO DISTRICT OFFICE ,23.0,CORPORATION,"Startup, Loan Funds will Open Business",PIF,01/31/2025,,0.0,0,1.0,Y,
2025-09-30, 7A,PAUL G ROYBAL DBA BOSQUE MOBILE HOMES,6120 SWEETWATER DR NW,ALBUQUERQUE,NM,87120,79221.0,Century Bank,28362.0,,100 S Federal Pl,SANTA FE,NM,87501,50000.0,42500.0,07/02/2010,2010,09/01/2010,Patriot Express Loans,Patriot Express,6.5,V,88,453930.0,Manufactured (Mobile) Home Dealers,,,VALENCIA,NM,NEW MEXICO DISTRICT OFFICE ,2.0,INDIVIDUAL,,CHGOFF,,12/13/2013,47931.0,0,0.0,N,
2025-09-30, 7A,TWO BREWS MUSIC LLC,3041 FALLSTAFF RD UNIT 302,BALTIMORE,MD,21202,12096.0,Wells Fargo Bank National Association,3511.0,,3201 N 4th Ave,Sioux Falls,SD,57104,15000.0,7500.0,07/07/2015,2015,08/01/2015,SBA Express Program,FA$TRK (Small Loan Express),8.25,V,84,711510.0,"Independent Artists, Writers, and Performers",,,BALTIMORE CITY,MD,BALTIMORE DISTRICT OFFICE ,3.0,CORPORATION,,PIF,07/31/2022,,0.0,1,3.0,N,
2025-09-30, 7A,GREEN AMAZON,75 CLINTON AVE,ROCHESTER,NY,14604,120761.0,ESL FCU,,24563.0,225 Chestnut St,ROCHESTER,NY,14604,10000.0,5000.0,04/27/2017,2017,05/31/2017,SBA Express Program,FA$TRK (Small Loan Express),3.5,V,84,339999.0,All Other Miscellaneous Manufacturing,,,MONROE,NY,ROCHESTER BRANCH OFFICE ,25.0,CORPORATION,,PIF,05/31/2021,,0.0,1,3.0,Y,
2025-09-30, 7A,Simply Crepes LLC,7 Schoen Pl,PITTSFORD,NY,14534,47007.0,The Canandaigua National Bank and Trust Company,6985.0,,72 S Main St,CANANDAIGUA,NY,14424,100000.0,50000.0,09/26/2013,2013,,SBA Express Program,FA$TRK (Small Loan Express),5.09,V,60,722511.0,Full-Service Restaurants,,,MONROE,NY,ROCHESTER BRANCH OFFICE ,25.0,CORPORATION,,CANCLD,,,0.0,0,35.0,N,
2025-09-30, 7A,INDEPENDENT LIFESTYLES INC.,"1701 N. Green Valley Parkway, ",HENDERSON,NV,89074,119918.0,East West Bank,31628.0,,"135 N Los Robles Ave, 7th Fl",PASADENA,CA,91101,100000.0,75000.0,04/08/2014,2014,04/08/2014,Preferred Lenders Program,Guaranty,5.25,V,120,624120.0,Services for the Elderly and Persons with Disabilities,14194,VISITING ANGELS,CLARK,NV,NEVADA DISTRICT OFFICE ,3.0,CORPORATION,,PIF,03/31/2016,,0.0,0,100.0,Y,Y
2025-09-30, 7A,Enkidu Wine LLC,21481 Eighth Street East,Sonoma,CA,95476,14799.0,Exchange Bank,8468.0,,545 Fourth St,SANTA ROSA,CA,95401,355000.0,266250.0,03/19/2012,2012,04/01/2012,Certified Lenders Program,Guaranty,5.5,V,120,312130.0,Wineries,,,SONOMA,CA,SAN FRANCISCO DISTRICT OFFICE ,5.0,CORPORATION,,PIF,01/31/2018,,0.0,0,8.0,Y,Y
2025-09-30, 7A,Sparky's Garage Inc.,420 E. Poindexter,DILLON,MT,59725,77210.0,"Bank of Bridger, National Association",2224.0,,101 S Main St,BRIDGER,MT,59014,427900.0,320925.0,07/15/2014,2014,01/31/2015,Preferred Lenders Program,Guaranty,6.0,F,131,722514.0,"Cafeterias, Grill Buffets, and Buffets",,,BEAVERHEAD,MT,MONTANA DISTRICT OFFICE ,0.0,CORPORATION,,PIF,07/31/2025,,0.0,0,37.0,Y,
2025-09-30, 7A,Radoslaw M Gadek,E11127 FLATH RD,WISCONSIN DELLS,WI,53965,53803.0,"U.S. Bank, National Association",6548.0,,425 Walnut St,CINCINNATI,OH,45202,10000.0,5000.0,02/05/2013,2013,04/01/2013,SBA Express Program,FA$TRK (Small Loan Express),9.75,V,84,519130.0,Internet Publishing and Broadcasting and Web Search Portals,,,SAUK,WI,WISCONSIN DISTRICT OFFICE ,2.0,INDIVIDUAL,,PIF,07/31/2017,,0.0,1,0.0,N,
2025-09-30, 7A,Russell Family Tree Inc,1444 NW College Way,Bend,OR,97703,487837.0,Craft3,,,42 7th Street,Astoria,OR,97103,125000.0,106250.0,06/02/2016,2016,06/02/2016,Community Advantage Initiative,Community Advantage Initiative,9.5,V,84,812112.0,Beauty Salons,,,DESCHUTES,OR,PORTLAND DISTRICT OFFICE ,2.0,CORPORATION,,PIF,06/30/2019,,0.0,0,5.0,Y,
2025-09-30, 7A,Belding Properties LLC,5500 North Ridge Road,Madison,OH,44057,188113.0,Growth Capital Corp.,,,1360 East Ninth Street,Cleveland,OH,44114,25000.0,21250.0,07/25/2016,2016,,Community Advantage Initiative,Community Advantage Initiative,7.5,V,120,327991.0,Cut Stone and Stone Product Manufacturing,,,LAKE,OH,CLEVELAND DISTRICT OFFICE ,14.0,CORPORATION,,CANCLD,,,0.0,0,3.0,N,
2025-09-30, 7A,Broadcast Communications Inc.,203 St. Ives Street,Greensburg,PA,15601,60275.0,First National Bank of Pennsylvania,7888.0,,166 Main St,GREENVILLE,PA,16125,830000.0,622500.0,02/13/2013,2013,03/01/2013,7a General,Guaranty,5.0,V,120,515112.0,Radio Stations,,,WESTMORELAND,PA,PITTSBURGH DISTRICT OFFICE ,14.0,CORPORATION,,PIF,10/31/2020,,0.0,0,6.0,Y,
2025-09-30, 7A,Sticky Promotions LLC,2450 LOUISIANA ST STE 400,HOUSTON,TX,77006,48270.0,"JPMorgan Chase Bank, National Association",628.0,,1111 Polaris Pkwy,Columbus,OH,43240,50000.0,25000.0,06/14/2016,2016,06/14/2016,SBA Express Program,FA$TRK (Small Loan Express),7.8,V,84,711310.0,"Promoters of Performing Arts, Sports, and Similar Events with Faciliti",,,HARRIS,TX,HOUSTON DISTRICT OFFICE ,2.0,CORPORATION,,PIF,03/31/2021,,0.0,1,2.0,Y,
2025-09-30, 7A,ROGERS & STODDEN LLC,1415 LARIMER ST STE 205,DENVER,CO,80202,44449.0,"PNC Bank, National Association",6384.0,,222 Delaware Ave,WILMINGTON,DE,19801,50000.0,25000.0,08/12/2014,2014,10/01/2014,SBA Express Program,FA$TRK (Small Loan Express),8.07,V,84,541110.0,Offices of Lawyers,,,DENVER,CO,COLORADO DISTRICT OFFICE ,1.0,CORPORATION,,PIF,02/29/2016,,0.0,1,1.0,N,
2025-09-30, 7A,Case Investment Properties LLC,900 N Surf Rd,Hollywood,FL,33019,9551.0,"Bank of America, National Association",3510.0,,100 North Tryon Street,Charlotte,NC,28255,1793500.0,1345125.0,04/25/2019,2019,05/31/2019,Preferred Lenders Program,Guaranty,4.63,F,240,722511.0,Full-Service Restaurants,,,BROWARD,FL,SOUTH FLORIDA DISTRICT OFFICE ,23.0,CORPORATION,"Startup, Loan Funds will Open Business",PIF,10/31/2021,,0.0,0,2.0,Y,
2025-09-30, 7A,A.D. & P.D. CORP.,2522 EAST 24TH STREET,Brooklyn,NY,11235,29805.0,"TD Bank, National Association",18409.0,,2035 Limestone Rd,WILMINGTON,DE,19808,15000.0,7500.0,08/30/2017,2017,09/30/2017,SBA Express Program,FA$TRK (Small Loan Express),10.38,V,62,236118.0,Residential Remodelers,,,KINGS,NY,NEW YORK DISTRICT OFFICE ,8.0,CORPORATION,,CHGOFF,,08/20/2019,15000.0,1,4.0,N,
2025-09-30, 7A,Anne H Casson DDS,10491 W. Polk Drive,LITTLETON,CO,80127,4679.0,Simmons Bank,3890.0,,501 Main St,PINE BLUFF,AR,71601,40000.0,20000.0,03/08/2010,2010,,SBA Express Program,FA$TRK (Small Loan Express),5.25,F,36,621210.0,Offices of Dentists,,,JEFFERSON,CO,COLORADO DISTRICT OFFICE ,1.0,CORPORATION,,CANCLD,,,0.0,0,4.0,Y,
