AsOfDate,Program,BorrName,BorrStreet,BorrCity,BorrState,BorrZip,LocationID,BankName,BankFDICNumber,BankNCUANumber,BankStreet,BankCity,BankState,BankZip,GrossApproval,SBAGuaranteedApproval,ApprovalDate,ApprovalFY,FirstDisbursementDate,ProcessingMethod,Subprogram,InitialInterestRate,FixedorVariableInterestRate,TerminMonths,NAICSCode,NAICSDescription,FranchiseCode,FranchiseName,ProjectCounty,ProjectState,SBADistrictOffice,CongressionalDistrict,BusinessType,BusinessAge,LoanStatus,PaidinFullDate,ChargeoffDate,GrossChargeoffAmount,RevolverStatus,JobsSupported,CollateralInd,SoldSecondMarketInd
2025-09-30, 7A,Fox Manufacturing LLC,13845 PIONEER RD,APPLE VALLEY,CA,92307,87878.0,Pathward National Association,30776.0,,5501 S Broadband Ln,SIOUX FALLS,SD,57108.0,2675000.0,2006250.0,08/26/2024,2024,,Preferred Lenders Program,Guaranty,11.5,V,120,332311,Prefabricated Metal Building and Component Manufacturing,,,SAN BERNARDINO,CA,SANTA ANA DISTRICT OFFICE ,8.0,CORPORATION,Existing or more than 2 years old,CANCLD,,,0.0,0,36.0,Y,
2025-09-30, 7A,IAI Hospitality LLC,8434 Mentor Avenue,Mentor,OH,44060,85712.0,"United Midwest Savings Bank, National Association",32441.0,,101 S Main St,DE GRAFF,OH,43318.0,3662000.0,2746500.0,02/12/2020,2020,02/29/2020,Preferred Lenders Program,Guaranty,6.0,V,300,721110,Hotels (except Casino Hotels) and Motels,S2125,Best Western - Membership Agre,LAKE,OH,CLEVELAND DISTRICT OFFICE ,14.0,CORPORATION,Change of Ownership,PIF,03/31/2023,,0.0,0,47.0,Y,Y
2025-09-30, 7A,Divario Installations LLC,319 SPRUCE RD,WENONAH,NJ,8090,29805.0,"TD Bank, National Association",18409.0,,2035 Limestone Rd,WILMINGTON,DE,19808.0,25000.0,12500.0,05/25/2023,2023,06/07/2023,SBA Express Program,FA$TRK (Small Loan Express),13.75,V,120,236115,New Single-Family Housing Construction (except Operative Builders),,,GLOUCESTER,NJ,NEW JERSEY DISTRICT OFFICE ,1.0,CORPORATION,New Business or 2 years or less,EXEMPT,,,0.0,1,2.0,N,
2025-09-30, 7A,THOMAS E HALL & ASSOCIATES INC.,240 CONESTOGA RD,WAYNE,PA,19087,29599.0,Northeast Bank,19690.0,,"35 Canal St, Ste 500",Lewiston,ME,4240.0,50000.0,42500.0,01/26/2024,2024,01/30/2024,Preferred Lenders Program,Guaranty,11.25,V,120,541310,Architectural Services,,,DELAWARE,PA,PHILADELPHIA DISTRICT OFFICE ,4.0,CORPORATION,Existing or more than 2 years old,EXEMPT,,,0.0,0,0.0,N,Y
2025-09-30, 7A,Galaxy Environmental Inc.,3565 N Milwaukee Ave,CHICAGO,IL,60641,119627.0,Time Bank,34038.0,,626 Talcott Rd,PARK RIDGE,IL,60068.0,500000.0,250000.0,08/20/2021,2021,01/31/2022,SBA Express Program,FA$TRK (Small Loan Express),4.99,V,120,562910,Remediation Services,,,COOK,IL,ILLINOIS DISTRICT OFFICE ,4.0,CORPORATION,Existing or more than 2 years old,EXEMPT,,,0.0,0,2.0,Y,
2025-09-30, 7A,ALL COUNTY WATERPROOFING LLC,123 N UNION AVE STE 107,CRANFORD,NJ,7016,48270.0,"JPMorgan Chase Bank, National Association",628.0,,1111 Polaris Pkwy,Columbus,OH,43240.0,450000.0,225000.0,02/24/2023,2023,03/07/2023,SBA Express Program,FA$TRK (Small Loan Express),8.8,V,120,238390,Other Building Finishing Contractors,,,UNION,NJ,NEW JERSEY DISTRICT OFFICE ,7.0,CORPORATION,Existing or more than 2 years old,EXEMPT,,,0.0,1,20.0,Y,
2025-09-30, 7A,AESTHETIC FUTURE LLC,3322 W 46TH AVE,DENVER,CO,80211,12096.0,Wells Fargo Bank National Association,3511.0,,3201 N 4th Ave,Sioux Falls,SD,57104.0,15000.0,7500.0,05/19/2022,2022,05/20/2022,SBA Express Program,FA$TRK (Small Loan Express),8.0,V,120,541410,Interior Design Services,,,DENVER,CO,COLORADO DISTRICT OFFICE ,1.0,CORPORATION,New Business or 2 years or less,EXEMPT,,,0.0,1,1.0,N,
2025-09-30, 7A,BUENA VISTA FILIPINO FOOD MARKET,528 Main St,South Portland,ME,4106,29599.0,Northeast Bank,19690.0,,"35 Canal St, Ste 500",Lewiston,ME,4240.0,50000.0,42500.0,09/07/2024,2024,,Preferred Lenders Program,Guaranty,11.25,V,120,445110,Supermarkets and Other Grocery (except Convenience) Stores,,,CUMBERLAND,ME,MAINE DISTRICT OFFICE ,1.0,CORPORATION,New Business or 2 years or less,CANCLD,,,0.0,0,2.0,N,
2025-09-30, 7A,YURI LIFE LLC,6118 COVINGTON HWY STE D,LITHONIA,GA,30058,124289.0,First IC Bank,34998.0,,5593 Buford Hwy,DORAVILLE,GA,30340.0,155000.0,139500.0,03/19/2021,2021,03/23/2021,Preferred Lenders Program,Guaranty,5.0,V,120,722513,Limited-Service Restaurants,,,DEKALB,GA,GEORGIA DISTRICT OFFICE ,4.0,CORPORATION,Change of Ownership,EXEMPT,,,0.0,0,9.0,Y,Y
2025-09-30, 7A,EA Transport LLC,2143 Yourkhull Ln,Columbus,OH,43229,57328.0,The Huntington National Bank,6560.0,,17 S High St.,COLUMBUS,OH,43215.0,55000.0,46750.0,11/10/2021,2022,,Preferred Lenders Program,Guaranty,5.25,V,120,484121,"General Freight Trucking, Long Distance, Truckload",,,FRANKLIN,OH,COLUMBUS DISTRICT OFFICE ,3.0,CORPORATION,New Business or 2 years or less,CANCLD,,,0.0,0,3.0,Y,
2025-09-30, 7A,PICO 24 HR COIN LAUNDRY,2462 WEST PICO BLVD,LOS ANGELES,CA,90006,434588.0,Open Bank,57944.0,,"1000 Wilshire Blvd, Ste 500",LOS ANGELES,CA,90017.0,2870000.0,2152500.0,10/30/2024,2025,11/01/2024,Preferred Lenders Program,Guaranty,9.25,V,120,812310,Coin-Operated Laundries and Drycleaners,,,LOS ANGELES,CA,LOS ANGELES DISTRICT OFFICE ,34.0,CORPORATION,Change of Ownership,EXEMPT,,,0.0,0,1.0,Y,Y
2025-09-30, 7A,Ch2go Contractors LLC,"3014 NW 79th Avenue, Unit 3014",DORAL,FL,33122,29805.0,"TD Bank, National Association",18409.0,,2035 Limestone Rd,WILMINGTON,DE,19808.0,869000.0,651750.0,11/20/2020,2021,11/30/2020,Preferred Lenders Program,Guaranty,4.75,F,300,423690,Other Electronic Parts and Equipment Merchant Wholesalers,,,MIAMI-DADE,FL,SOUTH FLORIDA DISTRICT OFFICE ,25.0,CORPORATION,New Business or 2 years or less,EXEMPT,,,0.0,0,0.0,Y,
2025-09-30, 7A,Blackman Sons LLC,23713 Emery Rd,Warrensville Hts,OH,44128,57328.0,The Huntington National Bank,6560.0,,17 S High St.,COLUMBUS,OH,43215.0,150000.0,127500.0,04/28/2023,2023,05/05/2023,Preferred Lenders Program,Guaranty,10.0,V,120,623210,Residential Mental Retardation Facilities,,,CUYAHOGA,OH,CLEVELAND DISTRICT OFFICE ,11.0,CORPORATION,Existing or more than 2 years old,EXEMPT,,,0.0,0,8.0,Y,
2025-09-30, 7A,Deborah A Kastelan,"3701 Long Beach Boulevard, STE",LONG BEACH,CA,90807,223542.0,Celtic Bank Corporation,57056.0,,"268 S State St, Ste 300",SALT LAKE CITY,UT,84111.0,27000.0,22950.0,02/04/2022,2022,02/10/2022,Preferred Lenders Program,Guaranty,7.0,V,120,541213,Tax Preparation Services,,,LOS ANGELES,CA,LOS ANGELES DISTRICT OFFICE ,47.0,INDIVIDUAL,Existing or more than 2 years old,EXEMPT,,,0.0,0,1.0,Y,Y
2025-09-30, 7A,Jordan Michael Pinney,2650 Main St,INGLESIDE,TX,78362,317954.0,"Newtek Small Business Finance, Inc.",,,1981 Marcus Avenue,LAKE SUCCESS,NY,11042.0,50000.0,42500.0,12/20/2022,2023,,Preferred Lenders Program,Guaranty,10.0,V,120,812990,All Other Personal Services,,,SAN PATRICIO,TX,LOWER RIO GRANDE VALLEY DISTRICT OFFICE ,27.0,INDIVIDUAL,Existing or more than 2 years old,CANCLD,,,0.0,0,2.0,Y,
2025-09-30, 7A,Tortured Souls Brewing LLC ,125 North Main Street,Pittsburgh ,PA,15215,56102.0,KeyBank National Association,17534.0,,127 Public Sq,CLEVELAND,OH,44114.0,20000.0,10000.0,12/12/2022,2023,,SBA Express Program,FA$TRK (Small Loan Express),10.7,V,120,312120,Breweries,,,ALLEGHENY,PA,PITTSBURGH DISTRICT OFFICE ,17.0,CORPORATION,New Business or 2 years or less,CANCLD,,,0.0,1,8.0,Y,
2025-09-30, 7A,608 Brewing Company LLC,103 State Street,Holmen,WI,54636,39052.0,"Merchants Bank, National Association",8866.0,,102 E Third St,WINONA,MN,55987.0,196500.0,98250.0,05/30/2024,2024,05/31/2024,SBA Express Program,FA$TRK (Small Loan Express),8.5,V,104,312120,Breweries,,,LA CROSSE,WI,WISCONSIN DISTRICT OFFICE ,3.0,CORPORATION,Existing or more than 2 years old,EXEMPT,,,0.0,0,4.0,Y,
2025-09-30, 7A,Sonny Dayz LLC,9555 KINGS CHARTER DR,ASHLAND,VA,23005,85712.0,"United Midwest Savings Bank, National Association",32441.0,,101 S Main St,DE GRAFF,OH,43318.0,125000.0,106250.0,09/01/2023,2023,09/27/2023,Preferred Lenders Program,Guaranty,11.25,V,120,722515,Snack and Nonalcoholic Beverage Bars,S7826,Rivers Edge Coffee,HANOVER,VA,RICHMOND DISTRICT OFFICE ,1.0,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,,,0.0,0,13.0,Y,Y
2025-09-30, 7A,WEBER ASSOCIATES INC.,4039 Havenrock Ln,Powell,OH,43065,57328.0,The Huntington National Bank,6560.0,,17 S High St.,COLUMBUS,OH,43215.0,57000.0,28500.0,07/25/2023,2023,07/31/2023,SBA Express Program,FA$TRK (Small Loan Express),10.25,V,120,541618,Other Management Consulting Services,,,DELAWARE,OH,COLUMBUS DISTRICT OFFICE ,12.0,CORPORATION,Existing or more than 2 years old,EXEMPT,,,0.0,1,1.0,N,
2025-09-30, 7A,IDAHO WATER SOLUTIONS LLC,4751 USTICK RD,NAMPA,ID,83687,106925.0,Mountain America FCU,,24692.0,9800 S Monroe St,SANDY,UT,84070.0,50000.0,25000.0,03/10/2025,2025,,SBA Express Program,FA$TRK (Small Loan Express),13.5,V,84,221310,Water Supply and Irrigation Systems,,,CANYON,ID,BOISE DISTRICT OFFICE ,1.0,CORPORATION,Existing or more than 2 years old,COMMIT,,,0.0,1,1.0,N,
2025-09-30, 7A,ALEMIC INC.,539 N MONTEBELLO BLVD,MONTEBELLO,CA,90640,21023.0,Byline Bank,20624.0,,"180 N LaSalle St, Ste 300",CHICAGO,IL,60601.0,750000.0,562500.0,07/03/2024,2024,07/24/2024,Preferred Lenders Program,Guaranty,11.25,V,120,722513,Limited-Service Restaurants,,,LOS ANGELES,CA,LOS ANGELES DISTRICT OFFICE ,27.0,CORPORATION,Change of Ownership,EXEMPT,,,0.0,0,15.0,Y,Y
2025-09-30, 7A,BLUE RIBBON GROUP LLC,1567 Raymond Ave,GLENDALE,CA,91201,48270.0,"JPMorgan Chase Bank, National Association",628.0,,1111 Polaris Pkwy,Columbus,OH,43240.0,350000.0,175000.0,11/26/2024,2025,12/03/2024,SBA Express Program,FA$TRK (Small Loan Express),11.0,V,120,541613,Marketing Consulting Services,,,LOS ANGELES,CA,LOS ANGELES DISTRICT OFFICE ,28.0,CORPORATION,Existing or more than 2 years old,EXEMPT,,,0.0,1,6.0,Y,
2025-09-30, 7A,GLOBAL CONSTRUCTION & DESIGN LLC,21 DELWOOD RD,CHERRY HILL,NJ,8002,44449.0,"PNC Bank, National Association",6384.0,,222 Delaware Ave,WILMINGTON,DE,19801.0,50000.0,25000.0,01/04/2022,2022,01/28/2022,SBA Express Program,FA$TRK (Small Loan Express),6.25,V,120,236118,Residential Remodelers,,,CAMDEN,NJ,NEW JERSEY DISTRICT OFFICE ,1.0,CORPORATION,New Business or 2 years or less,EXEMPT,,,0.0,1,2.0,N,
2025-09-30, 7A,Lakshmi Naveen Adult and Geriatric Psychiatry LLC,11703 Tarrytown Dr,Creve Coeur,MO,63141,499141.0,"Readycap Lending, LLC",,,200 Connell Drive,BERKELEY HEIGHTS,NJ,7922.0,50000.0,42500.0,04/15/2025,2025,06/26/2025,Preferred Lenders Program,Guaranty,14.0,V,120,621112,"Offices of Physicians, Mental Health Specialists",,,SAINT LOUIS,MO,ST. LOUIS DISTRICT OFFICE ,1.0,CORPORATION,Existing or more than 2 years old,EXEMPT,,,0.0,0,3.0,N,Y
2025-09-30, 7A,Street Tacos Don Joaquin 4 LLC,131 South State St.,LINDON,UT,84042,,MISSINGMAINBANKID,,,,,,,648000.0,583200.0,06/21/2021,2021,07/20/2021,Preferred Lenders Program,Guaranty,5.5,V,303,722511,Full-Service Restaurants,,,UTAH,UT,UTAH DISTRICT OFFICE ,3.0,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,,,0.0,0,15.0,Y,Y
2025-09-30, 7A,Emerald Heating & Cooling,5003 BROADWAY,DEPEW,NY,14043,455644.0,Live Oak Banking Company,58665.0,,1741 Tiburon Dr,WILMINGTON,NC,28403.0,251000.0,188250.0,10/04/2019,2020,,Preferred Lenders Program,Guaranty,6.99,V,179,238220,"Plumbing, Heating, and Air-Conditioning Contractors",,,ERIE,NY,BUFFALO DISTRICT OFFICE ,26.0,CORPORATION,Existing or more than 2 years old,CANCLD,,,0.0,0,4.0,Y,
2025-09-30, 7A,Hagman Hospitality LLC,5855 HAGMAN RD,TOLEDO,OH,43612,188665.0,"First Western SBLC, Inc",,,"5956 Sherry Ln., Suite 700",DALLAS,TX,75225.0,4114000.0,3085500.0,12/03/2021,2022,12/31/2021,Preferred Lenders Program,Guaranty,5.25,V,300,721110,Hotels (except Casino Hotels) and Motels,S2794,Holiday Inn Express/Holiday In,LUCAS,OH,CLEVELAND DISTRICT OFFICE ,9.0,CORPORATION,Change of Ownership,EXEMPT,,,0.0,0,17.0,Y,Y
2025-09-30, 7A,Huang-Racalto LLC,7465 SENECA RD,HORNELL,NY,14843,47029.0,"Community Bank, National Association",6989.0,,45-49 Court St,CANTON,NY,13617.0,225000.0,112500.0,03/29/2024,2024,10/09/2024,SBA Express Program,FA$TRK (Small Loan Express),8.0,V,240,722511,Full-Service Restaurants,,,STEUBEN,NY,SYRACUSE DISTRICT OFFICE ,23.0,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,,,0.0,0,34.0,Y,
2025-09-30, 7A,Advanced Hardscape LLC,2520 KIPLING ST,LAKEWOOD,CO,80215,509316.0,"Harvest Small Business Finance, LLC",,,24422 Avenida de la Carlota,Laguna Hills,CA,92653.0,752200.0,676980.0,02/10/2021,2021,02/16/2021,Preferred Lenders Program,Guaranty,6.0,V,300,238910,Site Preparation Contractors,,,JEFFERSON,CO,COLORADO DISTRICT OFFICE ,7.0,CORPORATION,Existing or more than 2 years old,EXEMPT,,,0.0,0,15.0,Y,Y
2025-09-30, 7A,MIRROR IMAGE DANCE COMPANY LLC,2121 2nd Street,Davis,CA,95618,29599.0,Northeast Bank,19690.0,,"35 Canal St, Ste 500",Lewiston,ME,4240.0,80000.0,68000.0,10/10/2024,2025,,Preferred Lenders Program,Guaranty,10.75,V,120,711120,Dance Companies,,,YOLO,CA,SACRAMENTO DISTRICT OFFICE ,3.0,CORPORATION,New Business or 2 years or less,CANCLD,,,0.0,0,40.0,Y,
2025-09-30, 7A,UNITED COLORS PRODUCTIONS INC.,21124 NE 19th CT,MIAMI,FL,33179,499141.0,"Readycap Lending, LLC",,,200 Connell Drive,BERKELEY HEIGHTS,NJ,7922.0,16000.0,13600.0,07/23/2024,2024,08/01/2024,Preferred Lenders Program,Guaranty,15.0,V,120,512110,Motion Picture and Video Production,,,MIAMI-DADE,FL,SOUTH FLORIDA DISTRICT OFFICE ,24.0,CORPORATION,Existing or more than 2 years old,EXEMPT,,,0.0,0,21.0,N,Y
2025-09-30, 7A,Beer Bliss Beverage LLC,70 OTSEGO ST,ILION,NY,13357,124289.0,First IC Bank,34998.0,,5593 Buford Hwy,DORAVILLE,GA,30340.0,970000.0,727500.0,10/02/2024,2025,,Preferred Lenders Program,Guaranty,9.25,V,197,445320,,,,HERKIMER,NY,SYRACUSE DISTRICT OFFICE ,22.0,CORPORATION,Change of Ownership,CANCLD,,,0.0,0,5.0,Y,
2025-09-30, 7A,First National Auto Sales Inc,8121 S. TACOMA WAY,LAKEWOOD,WA,98499,53803.0,"U.S. Bank, National Association",6548.0,,425 Walnut St,CINCINNATI,OH,45202.0,1534500.0,1381050.0,08/18/2021,2021,08/31/2021,Preferred Lenders Program,Guaranty,4.2,F,300,441120,Used Car Dealers,,,PIERCE,WA,SEATTLE DISTRICT OFFICE ,6.0,CORPORATION,Existing or more than 2 years old,EXEMPT,,,0.0,0,7.0,Y,
2025-09-30, 7A,IT CONSTRUCTION & ELECTRICAL INC.,731 COLLEEN DR,SAN JOSE,CA,95123,33850.0,Comerica Bank,983.0,,1717 Main St,DALLAS,TX,75201.0,150000.0,75000.0,03/11/2022,2022,03/18/2022,SBA Express Program,FA$TRK (Small Loan Express),5.0,V,120,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equip",,,SANTA CLARA,CA,SAN FRANCISCO DISTRICT OFFICE ,18.0,CORPORATION,Existing or more than 2 years old,EXEMPT,,,0.0,0,2.0,Y,
2025-09-30, 7A,New Nine WG Inc.,514 South Water Street,SPARTA,WI,54656,39052.0,"Merchants Bank, National Association",8866.0,,102 E Third St,WINONA,MN,55987.0,441000.0,396900.0,02/05/2021,2021,02/28/2021,Preferred Lenders Program,Guaranty,5.25,V,240,722513,Limited-Service Restaurants,,,MONROE,WI,WISCONSIN DISTRICT OFFICE ,3.0,CORPORATION,Change of Ownership,EXEMPT,,,0.0,0,19.0,Y,
2025-09-30, 7A,COMAF Marble & Granite LLC,2321 BASSETT AVE,EL PASO,TX,79901,71330.0,City Bank,25103.0,,5219 City Bank Pkwy,LUBBOCK,TX,79407.0,250000.0,187500.0,05/24/2022,2022,06/03/2022,Standard Asset Base Working Capital Line of Credit (CAPLine),Standard Asset Based,5.0,V,12,327991,Cut Stone and Stone Product Manufacturing,,,EL PASO,TX,EL PASO DISTRICT OFFICE ,16.0,CORPORATION,Existing or more than 2 years old,PIF,07/31/2023,,0.0,0,11.0,Y,
2025-09-30, 7A,ELK HORN GAS INC.,4261 ELKHORN BLVD,NORTH HIGHLANDS,CA,95660,433717.0,Commonwealth Business Bank,57873.0,,"3435 Wilshire Blvd, Ste 700",LOS ANGELES,CA,90010.0,1700000.0,1275000.0,04/19/2024,2024,06/04/2024,Preferred Lenders Program,Guaranty,9.5,V,300,457110,,,,SACRAMENTO,CA,SACRAMENTO DISTRICT OFFICE ,3.0,CORPORATION,Change of Ownership,EXEMPT,,,0.0,0,3.0,Y,Y
2025-09-30, 7A,Life Insight Inc. ,115 S. Vine St,Hinsdale,IL,60521,440810.0,"CenTrust Bank, A Division of SmartBiz Bank National Associat",58158.0,,"385, Waukegan Rd",Northbrook,IL,60062.0,588000.0,441000.0,05/06/2020,2020,05/31/2020,7a General,Guaranty,6.0,V,306,621330,Offices of Mental Health Practitioners (except Physicians),,,DUPAGE,IL,ILLINOIS DISTRICT OFFICE ,1.0,CORPORATION,Existing or more than 2 years old,PIF,01/31/2024,,0.0,0,15.0,Y,Y
2025-09-30, 7A,TCB7 Properties LLC,465 New Laredo Highway,San Antonio,TX,78211,72083.0,Wallis Bank,20845.0,,6510 Railroad St,WALLIS,TX,77485.0,1883000.0,1412250.0,06/03/2020,2020,06/30/2020,Preferred Lenders Program,Guaranty,5.0,V,300,447110,Gasoline Stations with Convenience Stores,S5351,Hays City Corp d b a Tex-Con O,BEXAR,TX,SAN ANTONIO DISTRICT OFFICE ,20.0,CORPORATION,Change of Ownership,EXEMPT,,,0.0,0,4.0,Y,Y
2025-09-30, 7A,North Coast Media LLC,1360 East 9th Street,Cleveland,OH,44114,57328.0,The Huntington National Bank,6560.0,,17 S High St.,COLUMBUS,OH,43215.0,322300.0,241725.0,07/21/2020,2020,07/31/2020,Preferred Lenders Program,Guaranty,5.25,V,120,519190,All Other Information Services,,,CUYAHOGA,OH,CLEVELAND DISTRICT OFFICE ,11.0,CORPORATION,Existing or more than 2 years old,PIF,04/30/2021,,0.0,0,40.0,Y,Y
2025-09-30, 7A,The UPS Store #4534,1601 Highway 40 E Ste 15M,East Kingsland,GA,31548,117723.0,"SouthState Bank, National Association",33555.0,,1101 First St South,WINTER HAVEN,FL,33880.0,350000.0,262500.0,02/14/2023,2023,02/16/2023,Preferred Lenders Program,Guaranty,10.25,V,120,492110,Couriers,S1788,The UPS Store  (f/k/a Mail Box,CAMDEN,GA,GEORGIA DISTRICT OFFICE ,1.0,CORPORATION,Existing or more than 2 years old,EXEMPT,,,0.0,0,0.0,Y,Y
2025-09-30, 7A,Doc and Lady Ventures LLC,769 HOPE STREET,PROVIDENCE,RI,2906,15940.0,Webster Bank National Association,18221.0,,137 Bank St,WATERBURY,CT,6702.0,64000.0,32000.0,07/14/2022,2022,08/02/2022,SBA Express Program,FA$TRK (Small Loan Express),8.14,F,120,713940,Fitness and Recreational Sports Centers,,,PROVIDENCE,RI,RHODE ISLAND DISTRICT OFFICE ,1.0,CORPORATION,Existing or more than 2 years old,EXEMPT,,,0.0,0,0.0,Y,
2025-09-30, 7A,Arik Owens Trucking LLC,1690 S 600 W,Kewanna,IN,46939,24195.0,1st Source Bank,9087.0,,100 N Michigan St,SOUTH BEND,IN,46601.0,31900.0,15950.0,11/20/2020,2021,11/30/2020,SBA Express Program,FA$TRK (Small Loan Express),6.5,F,59,484110,"General Freight Trucking, Local",,,FULTON,IN,INDIANA DISTRICT OFFICE ,2.0,CORPORATION,New Business or 2 years or less,EXEMPT,,,0.0,0,2.0,Y,
2025-09-30, 7A,Eminence Cottages and Camp LLC,18922 Eminence Cottage Lane,EMINENCE,MO,65466,19595.0,Ameris Bank,20504.0,,"3490 Piedmont Rd NE, Ste 124",ATLANTA,GA,30305.0,470000.0,352500.0,07/16/2020,2020,08/31/2020,Preferred Lenders Program,Guaranty,5.75,V,300,721211,RV (Recreational Vehicle) Parks and Campgrounds,,,SHANNON,MO,ST. LOUIS DISTRICT OFFICE ,8.0,CORPORATION,Change of Ownership,PIF,12/31/2023,,0.0,0,4.0,Y,Y
2025-09-30, 7A,Travel Inn,1709 N Expressway,Griffin,GA,30223,499141.0,"Readycap Lending, LLC",,,200 Connell Drive,BERKELEY HEIGHTS,NJ,7922.0,1243500.0,1119150.0,06/08/2021,2021,06/30/2021,Preferred Lenders Program,Guaranty,4.75,V,300,721110,Hotels (except Casino Hotels) and Motels,,,SPALDING,GA,GEORGIA DISTRICT OFFICE ,3.0,CORPORATION,New Business or 2 years or less,EXEMPT,,,0.0,0,6.0,Y,Y
2025-09-30, 7A,Softratech Llc,1024 IRON POINT RD,FOLSOM,CA,95630,48270.0,"JPMorgan Chase Bank, National Association",628.0,,1111 Polaris Pkwy,Columbus,OH,43240.0,150000.0,75000.0,01/29/2025,2025,,SBA Express Program,FA$TRK (Small Loan Express),12.3,V,120,541512,Computer Systems Design Services,,,SACRAMENTO,CA,SACRAMENTO DISTRICT OFFICE ,7.0,CORPORATION,Existing or more than 2 years old,COMMIT,,,0.0,1,6.0,Y,
2025-09-30, 7A,MID MICHIGAN MEDICARE LLC,"7201 W SAGINAW HWY, STE 114",LANSING,MI,48917,57328.0,The Huntington National Bank,6560.0,,17 S High St.,COLUMBUS,OH,43215.0,14000.0,7000.0,06/01/2022,2022,06/18/2022,SBA Express Program,FA$TRK (Small Loan Express),5.5,V,120,524210,Insurance Agencies and Brokerages,,,EATON,MI,MICHIGAN DISTRICT OFFICE ,7.0,CORPORATION,New Business or 2 years or less,EXEMPT,,,0.0,1,1.0,N,
2025-09-30, 7A,Toadally R. Seining LLC,2221 PRAIRIE POINT RD,MACON,MS,39341,39535.0,BankFirst Financial Services,8870.0,,900 Main St,COLUMBUS,MS,39701.0,132700.0,112795.0,12/14/2021,2022,12/21/2021,Preferred Lenders Program,Guaranty,4.75,F,84,112511,Finfish Farming and Fish Hatcheries,,,NOXUBEE,MS,MISSISSIPPI DISTRICT OFFICE ,1.0,CORPORATION,Existing or more than 2 years old,EXEMPT,,,0.0,0,4.0,Y,
2025-09-30, 7A,Heartwood Tree Care LLC,107 Carlton Ave SE,Grand Rapids,MI,49506,57328.0,The Huntington National Bank,6560.0,,17 S High St.,COLUMBUS,OH,43215.0,40000.0,20000.0,07/22/2020,2020,09/30/2020,SBA Express Program,FA$TRK (Small Loan Express),6.5,V,120,561730,Landscaping Services,,,KENT,MI,MICHIGAN DISTRICT OFFICE ,3.0,CORPORATION,Existing or more than 2 years old,EXEMPT,,,0.0,1,0.0,N,
2025-09-30, 7A,PORT PRIORITY CORP,105 BRACKEN ROAD,MONTGOMERY,NY,12549,46391.0,Manufacturers and Traders Trust Company,588.0,,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203.0,100000.0,75000.0,06/28/2021,2021,06/30/2021,SBA Express Program,FA$TRK (Small Loan Express),3.75,V,120,493110,General Warehousing and Storage,,,ORANGE,NY,NEW YORK DISTRICT OFFICE ,18.0,CORPORATION,Existing or more than 2 years old,EXEMPT,,,0.0,1,15.0,N,
2025-09-30, 7A,East Hill Paving LLC,2997 East Hill Road,Cortland,NY,13045,56102.0,KeyBank National Association,17534.0,,127 Public Sq,CLEVELAND,OH,44114.0,50000.0,25000.0,03/23/2022,2022,04/06/2022,SBA Express Program,FA$TRK (Small Loan Express),6.35,V,120,238990,All Other Specialty Trade Contractors,,,CORTLAND,NY,SYRACUSE DISTRICT OFFICE ,22.0,CORPORATION,New Business or 2 years or less,EXEMPT,,,0.0,1,6.0,N,
2025-09-30, 7A,NYTG Inc.,132-04 11th Ave,COLLEGE POINT,NY,11356,49874.0,"Newtek Bank, National Association",18734.0,,"1111 Brickell Ave, Ste 135",Miami,FL,33131.0,740000.0,555000.0,07/03/2025,2025,,Preferred Lenders Program,Guaranty,10.5,V,120,811114,,,,QUEENS,NY,NEW YORK DISTRICT OFFICE ,14.0,CORPORATION,Existing or more than 2 years old,CANCLD,,,0.0,0,6.0,Y,
2025-09-30, 7A,Grand Canyon Veterinary Hospital,23 WATER ST,WELLSBORO,PA,16901,12096.0,Wells Fargo Bank National Association,3511.0,,3201 N 4th Ave,Sioux Falls,SD,57104.0,305000.0,274500.0,02/03/2021,2021,03/13/2021,Preferred Lenders Program,Guaranty,4.5,F,312,541940,Veterinary Services,,,TIOGA,PA,PHILADELPHIA DISTRICT OFFICE ,12.0,INDIVIDUAL,Existing or more than 2 years old,EXEMPT,,,0.0,0,14.0,Y,
2025-09-30, 7A,Elite Waste & Construction Services LLC,39092 JAMES DR,PRAIRIEVILLE,LA,70769,48270.0,"JPMorgan Chase Bank, National Association",628.0,,1111 Polaris Pkwy,Columbus,OH,43240.0,120000.0,60000.0,01/08/2025,2025,,SBA Express Program,FA$TRK (Small Loan Express),12.8,V,120,562219,Other Nonhazardous Waste Treatment and Disposal,,,ASCENSION,LA,LOUISIANA DISTRICT OFFICE ,6.0,CORPORATION,Existing or more than 2 years old,COMMIT,,,0.0,1,13.0,Y,
